ID;Gebruiksfunctie;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;OverigeToevoeging_3;Sloop_4;OverigeOnttrekking_5;Correctie_6;SaldoVoorraad_7;EindstandVoorraad_8
123393;A045364;GM0140;2015JJ00;4527;12;6;1;30;1;-12;4515
123410;A045364;GM0140;2016JJ00;4515;8;8;0;4;1;13;4528
123427;A045364;GM0140;2017JJ00;4528;21;2;0;4;0;19;4547
123444;A045364;GM0140;2018JJ00;;;;;;;;
123461;A045364;GM0140;2019JJ00;;;;;;;;
123478;A045364;GM0140;2020JJ00;;;;;;;;
123503;A045364;GM0262;2012JJ00;14119;104;61;18;26;31;152;14271
123520;A045364;GM0262;2013JJ00;14271;138;70;20;33;-30;125;14396
123537;A045364;GM0262;2014JJ00;14396;106;77;18;42;0;123;14519
123554;A045364;GM0262;2015JJ00;14519;56;102;15;35;-3;105;14624
123571;A045364;GM0262;2016JJ00;14624;107;84;10;31;4;154;14778
123588;A045364;GM0262;2017JJ00;14778;149;32;17;19;-7;138;14916
123605;A045364;GM0262;2018JJ00;14916;90;23;13;22;3;81;14997
123622;A045364;GM0262;2019JJ00;14997;108;33;18;24;0;99;15096
123639;A045364;GM0262;2020JJ00;15096;75;53;28;33;2;69;15165
123664;A045364;GM0809;2012JJ00;9864;91;11;5;0;0;97;9961
123681;A045364;GM0809;2013JJ00;9961;94;22;31;12;-1;72;10033
123698;A045364;GM0809;2014JJ00;10033;17;6;27;4;0;-8;10025
123715;A045364;GM0809;2015JJ00;10025;89;4;6;2;0;85;10110
123732;A045364;GM0809;2016JJ00;10110;74;17;29;2;-1;59;10169
123749;A045364;GM0809;2017JJ00;10169;64;16;14;26;0;40;10209
123766;A045364;GM0809;2018JJ00;10209;123;3;7;11;0;108;10317
123783;A045364;GM0809;2019JJ00;10317;93;7;6;2;0;92;10409
123800;A045364;GM0809;2020JJ00;10409;170;3;2;102;0;69;10478
123825;A045364;GM0331;2012JJ00;5315;27;8;5;6;8;32;5347
123842;A045364;GM0331;2013JJ00;5347;20;5;7;0;-1;17;5364
123859;A045364;GM0331;2014JJ00;5364;24;3;7;1;0;19;5383
123876;A045364;GM0331;2015JJ00;5383;107;12;13;1;0;105;5488
123893;A045364;GM0331;2016JJ00;5488;30;14;4;2;0;38;5526
123910;A045364;GM0331;2017JJ00;5526;54;17;5;8;-3;55;5581
123927;A045364;GM0331;2018JJ00;5581;76;22;4;18;3;79;5660
123944;A045364;GM0331;2019JJ00;5660;72;29;5;16;1;81;5741
123961;A045364;GM0331;2020JJ00;5741;79;28;2;8;0;97;5838
123986;A045364;GM0024;2012JJ00;4478;12;30;20;5;13;30;4508
124003;A045364;GM0024;2013JJ00;4508;8;124;11;9;1;113;4621
124020;A045364;GM0024;2014JJ00;4621;35;9;3;5;0;36;4657
124037;A045364;GM0024;2015JJ00;4657;2;6;12;5;0;-9;4648
124054;A045364;GM0024;2016JJ00;4648;25;5;48;2;-1;-21;4627
124071;A045364;GM0024;2017JJ00;4627;79;6;22;5;2;60;4687
124088;A045364;GM0024;2018JJ00;4687;25;14;23;6;1;11;4698
124105;A045364;GM0024;2019JJ00;4698;18;1;30;0;0;-11;4687
124122;A045364;GM0024;2020JJ00;4687;141;11;46;11;0;95;4782
124147;A045364;GM0168;2012JJ00;9291;137;7;6;6;6;138;9429
124164;A045364;GM0168;2013JJ00;9429;30;38;14;23;2;33;9462
124181;A045364;GM0168;2014JJ00;9462;57;41;30;34;1;35;9497
124198;A045364;GM0168;2015JJ00;9497;65;46;30;20;1;62;9559
124215;A045364;GM0168;2016JJ00;9559;60;29;8;14;0;67;9626
124232;A045364;GM0168;2017JJ00;9626;120;34;38;30;0;86;9712
124249;A045364;GM0168;2018JJ00;9712;51;26;22;33;-1;21;9733
124266;A045364;GM0168;2019JJ00;9733;68;22;19;16;1;56;9789
124283;A045364;GM0168;2020JJ00;9789;69;29;10;14;0;74;9863
124308;A045364;GM1671;2012JJ00;4553;23;17;4;2;2;36;4589
124325;A045364;GM1671;2013JJ00;4589;43;5;8;70;0;-30;4559
124342;A045364;GM1671;2014JJ00;4559;53;198;8;141;2;104;4663
124359;A045364;GM1671;2015JJ00;;;;;;;;
124376;A045364;GM1671;2016JJ00;;;;;;;;
124393;A045364;GM1671;2017JJ00;;;;;;;;
124410;A045364;GM1671;2018JJ00;;;;;;;;
124427;A045364;GM1671;2019JJ00;;;;;;;;
124444;A045364;GM1671;2020JJ00;;;;;;;;
124469;A045364;GM0263;2012JJ00;9484;28;39;4;8;-8;47;9531
124486;A045364;GM0263;2013JJ00;9531;49;23;17;23;3;35;9566
124503;A045364;GM0263;2014JJ00;9566;83;5;3;11;-1;73;9639
124520;A045364;GM0263;2015JJ00;9639;60;20;18;6;0;56;9695
124537;A045364;GM0263;2016JJ00;9695;65;18;19;10;0;54;9749
124554;A045364;GM0263;2017JJ00;9749;103;14;34;4;2;81;9830
124571;A045364;GM0263;2018JJ00;9830;111;18;10;3;1;117;9947
124588;A045364;GM0263;2019JJ00;9947;159;14;4;7;6;168;10115
124605;A045364;GM0263;2020JJ00;10115;94;12;9;6;1;92;10207
124630;A045364;GM1641;2012JJ00;10280;6;63;0;55;4;18;10298
124647;A045364;GM1641;2013JJ00;10298;31;257;12;21;6;261;10559
124664;A045364;GM1641;2014JJ00;10559;38;8;2;5;1;40;10599
124681;A045364;GM1641;2015JJ00;10599;7;9;3;11;0;2;10601
124698;A045364;GM1641;2016JJ00;10601;35;12;1;6;0;40;10641
124715;A045364;GM1641;2017JJ00;10641;33;11;2;6;1;37;10678
124732;A045364;GM1641;2018JJ00;10678;26;5;2;6;1;24;10702
124749;A045364;GM1641;2019JJ00;10702;125;49;1;19;0;154;10856
124766;A045364;GM1641;2020JJ00;10856;106;10;1;6;0;109;10965
124791;A045364;GM0556;2012JJ00;14511;96;24;109;21;-42;-52;14459
124808;A045364;GM0556;2013JJ00;14459;147;227;6;23;1;346;14805
124825;A045364;GM0556;2014JJ00;14805;41;9;2;7;0;41;14846
124842;A045364;GM0556;2015JJ00;14846;82;13;1;2;0;92;14938
124859;A045364;GM0556;2016JJ00;14938;81;12;85;3;0;5;14943
124876;A045364;GM0556;2017JJ00;14943;124;20;20;9;0;115;15058
124893;A045364;GM0556;2018JJ00;15058;139;14;80;4;0;69;15127
124910;A045364;GM0556;2019JJ00;15127;168;51;44;116;0;59;15186
124927;A045364;GM0556;2020JJ00;15186;232;19;42;0;-6;203;15389
124952;A045364;GM0935;2012JJ00;59234;0;1769;14;635;6;1126;60360
124969;A045364;GM0935;2013JJ00;60360;63;1008;128;294;12;661;61021
124986;A045364;GM0935;2014JJ00;61021;95;438;54;716;-20;-257;60764
125003;A045364;GM0935;2015JJ00;60764;68;660;233;303;-8;184;60948
125020;A045364;GM0935;2016JJ00;60948;16;863;21;342;21;537;61485
125037;A045364;GM0935;2017JJ00;61485;175;757;102;371;11;470;61955
125054;A045364;GM0935;2018JJ00;61955;94;397;271;289;-2;-71;61884
125071;A045364;GM0935;2019JJ00;61884;221;268;144;376;-20;-51;61833
125088;A045364;GM0935;2020JJ00;61833;443;944;242;179;40;1006;62839
125113;A045364;GM1663;2012JJ00;5218;16;9;19;18;-1;-13;5205
125130;A045364;GM1663;2013JJ00;5205;2;66;6;4;0;58;5263
125147;A045364;GM1663;2014JJ00;5263;18;6;4;3;0;17;5280
125164;A045364;GM1663;2015JJ00;5280;5;0;11;14;0;-20;5260
125181;A045364;GM1663;2016JJ00;5260;2;4;20;19;0;-33;5227
125198;A045364;GM1663;2017JJ00;5227;4;5;16;12;0;-19;5208
125215;A045364;GM1663;2018JJ00;5208;5;8;12;7;2;-4;5204
125232;A045364;GM1663;2019JJ00;;;;;;;;
125249;A045364;GM1663;2020JJ00;;;;;;;;
125274;A045364;GM0025;2012JJ00;4113;8;39;3;8;7;43;4156
125291;A045364;GM0025;2013JJ00;4156;7;90;17;2;7;85;4241
125308;A045364;GM0025;2014JJ00;4241;14;7;5;4;1;13;4254
125325;A045364;GM0025;2015JJ00;4254;26;26;11;3;-1;37;4291
125342;A045364;GM0025;2016JJ00;4291;59;12;2;9;0;60;4351
125359;A045364;GM0025;2017JJ00;4351;37;14;4;2;0;45;4396
125376;A045364;GM0025;2018JJ00;4396;49;11;9;2;2;51;4447
125393;A045364;GM0025;2019JJ00;;;;;;;;
125410;A045364;GM0025;2020JJ00;;;;;;;;
125435;A045364;GM0420;2012JJ00;17346;176;16;14;4;8;182;17528
125452;A045364;GM0420;2013JJ00;17528;82;545;25;14;8;596;18124
125469;A045364;GM0420;2014JJ00;18124;115;18;7;13;0;113;18237
125486;A045364;GM0420;2015JJ00;18237;151;36;12;11;1;165;18402
125503;A045364;GM0420;2016JJ00;18402;160;84;7;32;0;205;18607
125520;A045364;GM0420;2017JJ00;18607;208;38;15;64;0;167;18774
125537;A045364;GM0420;2018JJ00;18774;173;27;7;13;3;183;18957
125554;A045364;GM0420;2019JJ00;18957;160;19;28;8;0;143;19100
125571;A045364;GM0420;2020JJ00;19100;100;48;25;12;0;111;19211
125596;A045364;GM0938;2012JJ00;8345;1;25;0;11;0;15;8360
125613;A045364;GM0938;2013JJ00;8360;3;49;12;14;-1;25;8385
125630;A045364;GM0938;2014JJ00;8385;37;56;1;33;1;60;8445
125647;A045364;GM0938;2015JJ00;8445;31;103;2;5;-3;124;8569
125664;A045364;GM0938;2016JJ00;8569;1;65;5;25;-15;21;8590
125681;A045364;GM0938;2017JJ00;8590;6;38;20;26;-1;-3;8587
125698;A045364;GM0938;2018JJ00;8587;5;56;4;40;-1;16;8603
125715;A045364;GM0938;2019JJ00;8603;17;21;2;9;-1;26;8629
125732;A045364;GM0938;2020JJ00;8629;3;23;2;9;-4;11;8640
125757;A045364;GM1948;2012JJ00;;;;;;;;
125774;A045364;GM1948;2013JJ00;;;;;;;;
125791;A045364;GM1948;2014JJ00;;;;;;;;
125808;A045364;GM1948;2015JJ00;;;;;;;;
125825;A045364;GM1948;2016JJ00;;;;;;;;
125842;A045364;GM1948;2017JJ00;33148;312;79;28;38;2;327;33475
125859;A045364;GM1948;2018JJ00;33475;414;182;29;31;91;627;34102
125876;A045364;GM1948;2019JJ00;34102;353;169;51;33;4;442;34544
125893;A045364;GM1948;2020JJ00;34544;402;90;31;52;-58;351;34895
125918;A045364;GM1908;2012JJ00;5630;12;6;6;4;30;38;5668
125935;A045364;GM1908;2013JJ00;5668;6;160;3;0;0;163;5831
125952;A045364;GM1908;2014JJ00;5831;7;4;1;3;2;9;5840
125969;A045364;GM1908;2015JJ00;5840;7;9;0;5;0;11;5851
125986;A045364;GM1908;2016JJ00;5851;7;4;10;3;0;-2;5849
126003;A045364;GM1908;2017JJ00;5849;22;7;0;1;0;28;5877
126020;A045364;GM1908;2018JJ00;;;;;;;;
126037;A045364;GM1908;2019JJ00;;;;;;;;
126054;A045364;GM1908;2020JJ00;;;;;;;;
126079;A045364;GM1987;2012JJ00;5370;17;3;21;5;5;-1;5369
126096;A045364;GM1987;2013JJ00;5369;59;2;19;2;2;42;5411
126113;A045364;GM1987;2014JJ00;5411;17;12;12;23;1;-5;5406
126130;A045364;GM1987;2015JJ00;5406;0;6;0;4;0;2;5408
126147;A045364;GM1987;2016JJ00;5408;2;4;3;5;1;-1;5407
126164;A045364;GM1987;2017JJ00;5407;3;4;11;3;0;-7;5400
126181;A045364;GM1987;2018JJ00;;;;;;;;
126198;A045364;GM1987;2019JJ00;;;;;;;;
126215;A045364;GM1987;2020JJ00;;;;;;;;
126240;A045364;GM0119;2012JJ00;14352;28;263;1;2;46;334;14686
126257;A045364;GM0119;2013JJ00;14686;28;482;49;51;5;415;15101
126274;A045364;GM0119;2014JJ00;15101;37;36;28;71;1;-25;15076
126291;A045364;GM0119;2015JJ00;15076;147;15;48;13;0;101;15177
126308;A045364;GM0119;2016JJ00;15177;203;33;18;7;0;211;15388
126325;A045364;GM0119;2017JJ00;15388;215;15;9;23;0;198;15586
126342;A045364;GM0119;2018JJ00;15586;83;22;26;7;0;72;15658
126359;A045364;GM0119;2019JJ00;15658;183;28;4;15;1;193;15851
126376;A045364;GM0119;2020JJ00;15851;242;15;0;3;1;255;16106
126401;A045364;GM0687;2012JJ00;22576;94;78;16;35;42;163;22739
126418;A045364;GM0687;2013JJ00;22739;106;398;11;78;15;430;23169
126435;A045364;GM0687;2014JJ00;23169;27;74;41;222;1;-161;23008
126452;A045364;GM0687;2015JJ00;23008;62;81;2;142;-3;-4;23004
126469;A045364;GM0687;2016JJ00;23004;132;59;7;24;3;163;23167
126486;A045364;GM0687;2017JJ00;23167;162;41;1;19;-1;182;23349
126503;A045364;GM0687;2018JJ00;23349;147;93;3;41;-13;183;23532
126520;A045364;GM0687;2019JJ00;23532;85;100;5;39;10;151;23683
126537;A045364;GM0687;2020JJ00;23683;127;143;2;47;2;223;23906
126562;A045364;GM0559;2012JJ00;7586;33;7;13;4;2;25;7611
126579;A045364;GM0559;2013JJ00;;;;;;;;
126596;A045364;GM0559;2014JJ00;;;;;;;;
126613;A045364;GM0559;2015JJ00;;;;;;;;
126630;A045364;GM0559;2016JJ00;;;;;;;;
126647;A045364;GM0559;2017JJ00;;;;;;;;
126664;A045364;GM0559;2018JJ00;;;;;;;;
126681;A045364;GM0559;2019JJ00;;;;;;;;
126698;A045364;GM0559;2020JJ00;;;;;;;;
126723;A045364;GM1842;2012JJ00;7195;94;3;4;3;-4;86;7281
126740;A045364;GM1842;2013JJ00;7281;120;67;12;9;2;168;7449
126757;A045364;GM1842;2014JJ00;7449;128;11;6;4;0;129;7578
126774;A045364;GM1842;2015JJ00;7578;100;14;37;6;0;71;7649
126791;A045364;GM1842;2016JJ00;7649;85;6;7;7;1;78;7727
126808;A045364;GM1842;2017JJ00;7727;134;3;26;1;-1;109;7836
126825;A045364;GM1842;2018JJ00;7836;56;11;19;1;0;47;7883
126842;A045364;GM1842;2019JJ00;7883;26;9;10;5;1;21;7904
126859;A045364;GM1842;2020JJ00;7904;110;8;5;21;0;92;7996
126884;A045364;GM1731;2012JJ00;13950;20;44;21;10;3;36;13986
126901;A045364;GM1731;2013JJ00;13986;47;69;104;25;3;-10;13976
126918;A045364;GM1731;2014JJ00;13976;47;31;7;2;0;69;14045
126935;A045364;GM1731;2015JJ00;14045;21;29;41;24;0;-15;14030
126952;A045364;GM1731;2016JJ00;14030;50;123;35;11;-1;126;14156
126969;A045364;GM1731;2017JJ00;14156;145;40;26;13;2;148;14304
126986;A045364;GM1731;2018JJ00;14304;56;18;61;5;1;9;14313
127003;A045364;GM1731;2019JJ00;14313;59;34;26;4;2;65;14378
127020;A045364;GM1731;2020JJ00;14378;52;24;35;6;0;35;14413
127045;A045364;GM1952;2012JJ00;;;;;;;;
127062;A045364;GM1952;2013JJ00;;;;;;;;
127079;A045364;GM1952;2014JJ00;;;;;;;;
127096;A045364;GM1952;2015JJ00;;;;;;;;
127113;A045364;GM1952;2016JJ00;;;;;;;;
127130;A045364;GM1952;2017JJ00;;;;;;;;
127147;A045364;GM1952;2018JJ00;28025;139;21;96;14;-1;49;28074
127164;A045364;GM1952;2019JJ00;28074;42;85;20;23;9;93;28167
127181;A045364;GM1952;2020JJ00;28167;279;27;109;208;-2;-13;28154
127206;A045364;GM0815;2012JJ00;4378;54;1;2;0;6;59;4437
127223;A045364;GM0815;2013JJ00;4437;8;81;7;4;-1;77;4514
127240;A045364;GM0815;2014JJ00;4514;9;9;0;19;-2;-3;4511
127257;A045364;GM0815;2015JJ00;4511;5;21;3;103;9;-71;4440
127274;A045364;GM0815;2016JJ00;4440;56;4;0;7;1;54;4494
127291;A045364;GM0815;2017JJ00;4494;43;5;4;1;-6;37;4531
127308;A045364;GM0815;2018JJ00;4531;21;24;3;5;1;38;4569
127325;A045364;GM0815;2019JJ00;4569;57;12;10;7;6;58;4627
127342;A045364;GM0815;2020JJ00;4627;32;11;4;8;0;31;4658
127367;A045364;GM0265;2012JJ00;2486;39;3;0;0;0;42;2528
127384;A045364;GM0265;2013JJ00;2528;38;0;0;2;0;36;2564
127401;A045364;GM0265;2014JJ00;2564;1;23;0;0;0;24;2588
127418;A045364;GM0265;2015JJ00;;;;;;;;
127435;A045364;GM0265;2016JJ00;;;;;;;;
127452;A045364;GM0265;2017JJ00;;;;;;;;
127469;A045364;GM0265;2018JJ00;;;;;;;;
127486;A045364;GM0265;2019JJ00;;;;;;;;
127503;A045364;GM0265;2020JJ00;;;;;;;;
127528;A045364;GM1709;2012JJ00;15708;102;22;17;20;17;104;15812
127545;A045364;GM1709;2013JJ00;15812;16;169;12;13;-2;158;15970
127562;A045364;GM1709;2014JJ00;15970;134;69;32;65;1;107;16077
127579;A045364;GM1709;2015JJ00;16077;72;17;39;8;-3;39;16116
127596;A045364;GM1709;2016JJ00;16116;178;28;4;7;4;199;16315
127613;A045364;GM1709;2017JJ00;16315;62;49;8;78;0;25;16340
127630;A045364;GM1709;2018JJ00;16340;69;25;6;20;-1;67;16407
127647;A045364;GM1709;2019JJ00;16407;108;22;30;7;1;94;16501
127664;A045364;GM1709;2020JJ00;16501;120;26;7;11;0;128;16629
127689;A045364;GM1978;2012JJ00;;;;;;;;
127706;A045364;GM1978;2013JJ00;;;;;;;;
127723;A045364;GM1978;2014JJ00;;;;;;;;
127740;A045364;GM1978;2015JJ00;;;;;;;;
127757;A045364;GM1978;2016JJ00;;;;;;;;
127774;A045364;GM1978;2017JJ00;;;;;;;;
127791;A045364;GM1978;2018JJ00;;;;;;;;
127808;A045364;GM1978;2019JJ00;17160;76;47;64;13;0;46;17205
127825;A045364;GM1978;2020JJ00;17205;152;38;30;22;-3;135;17340
127850;A045364;GM1927;2012JJ00;;;;;;;;
127867;A045364;GM1927;2013JJ00;10840;45;64;6;6;1;98;10938
127884;A045364;GM1927;2014JJ00;10938;64;14;74;1;0;3;10941
127901;A045364;GM1927;2015JJ00;10941;122;13;51;3;-1;80;11021
127918;A045364;GM1927;2016JJ00;11021;95;22;20;10;1;88;11109
127935;A045364;GM1927;2017JJ00;11109;73;39;10;5;0;97;11206
127952;A045364;GM1927;2018JJ00;11206;39;18;19;12;0;26;11232
127969;A045364;GM1927;2019JJ00;;;;;;;;
127986;A045364;GM1927;2020JJ00;;;;;;;;
128011;A045364;GM1955;2012JJ00;14625;44;25;57;12;113;113;14738
128028;A045364;GM1955;2013JJ00;14738;67;197;27;117;75;195;14933
128045;A045364;GM1955;2014JJ00;14933;231;115;35;68;-6;237;15170
128062;A045364;GM1955;2015JJ00;15170;127;12;13;14;-1;111;15281
128079;A045364;GM1955;2016JJ00;15281;105;18;6;16;3;104;15385
128096;A045364;GM1955;2017JJ00;15385;128;43;10;21;0;140;15525
128113;A045364;GM1955;2018JJ00;15525;218;27;28;17;2;202;15727
128130;A045364;GM1955;2019JJ00;15727;187;29;9;18;1;190;15917
128147;A045364;GM1955;2020JJ00;15917;103;33;26;14;3;99;16016
128172;A045364;GM0335;2012JJ00;5350;2;24;2;8;77;93;5443
128189;A045364;GM0335;2013JJ00;5443;15;24;0;0;1;40;5483
128206;A045364;GM0335;2014JJ00;5483;21;8;2;4;0;23;5506
128223;A045364;GM0335;2015JJ00;5506;56;14;2;2;0;66;5572
128240;A045364;GM0335;2016JJ00;5572;83;16;1;3;0;95;5667
128257;A045364;GM0335;2017JJ00;5667;64;10;2;9;0;63;5730
128274;A045364;GM0335;2018JJ00;5730;1;11;0;9;0;3;5733
128291;A045364;GM0335;2019JJ00;5733;2;12;1;5;-1;7;5740
128308;A045364;GM0335;2020JJ00;5740;8;15;1;6;0;16;5756
128333;A045364;GM0944;2012JJ00;3476;14;3;3;4;3;13;3489
128350;A045364;GM0944;2013JJ00;3489;19;9;3;4;8;29;3518
128367;A045364;GM0944;2014JJ00;3518;23;12;3;8;2;26;3544
128384;A045364;GM0944;2015JJ00;3544;16;8;2;5;0;17;3561
128401;A045364;GM0944;2016JJ00;3561;7;0;2;1;-1;3;3563
128418;A045364;GM0944;2017JJ00;3563;56;6;4;4;0;54;3617
128435;A045364;GM0944;2018JJ00;3617;12;42;3;53;-36;-38;3579
128452;A045364;GM0944;2019JJ00;3579;14;4;0;6;0;12;3591
128469;A045364;GM0944;2020JJ00;3591;39;7;6;1;37;76;3667
128494;A045364;GM0424;2012JJ00;2754;0;4;1;2;0;1;2755
128511;A045364;GM0424;2013JJ00;2755;2;50;2;5;0;45;2800
128528;A045364;GM0424;2014JJ00;2800;1;2;18;4;0;-19;2781
128545;A045364;GM0424;2015JJ00;2781;1;3;0;4;0;0;2781
128562;A045364;GM0424;2016JJ00;;;;;;;;
128579;A045364;GM0424;2017JJ00;;;;;;;;
128596;A045364;GM0424;2018JJ00;;;;;;;;
128613;A045364;GM0424;2019JJ00;;;;;;;;
128630;A045364;GM0424;2020JJ00;;;;;;;;
128655;A045364;GM0425;2012JJ00;7517;1;13;3;2;1;10;7527
128672;A045364;GM0425;2013JJ00;7527;8;24;1;5;0;26;7553
128689;A045364;GM0425;2014JJ00;7553;119;7;1;6;-6;113;7666
128706;A045364;GM0425;2015JJ00;7666;7;6;0;4;0;9;7675
128723;A045364;GM0425;2016JJ00;;;;;;;;
128740;A045364;GM0425;2017JJ00;;;;;;;;
128757;A045364;GM0425;2018JJ00;;;;;;;;
128774;A045364;GM0425;2019JJ00;;;;;;;;
128791;A045364;GM0425;2020JJ00;;;;;;;;
128816;A045364;GM1740;2012JJ00;8085;7;81;12;110;-1;-35;8052
128833;A045364;GM1740;2013JJ00;8052;44;34;47;36;1;-4;8048
128850;A045364;GM1740;2014JJ00;8048;171;75;3;29;0;214;8250
128867;A045364;GM1740;2015JJ00;8250;142;17;3;18;3;141;8391
128884;A045364;GM1740;2016JJ00;8391;103;23;1;8;2;119;8510
128901;A045364;GM1740;2017JJ00;8510;114;10;3;6;0;115;8625
128918;A045364;GM1740;2018JJ00;8625;110;20;2;5;0;123;8748
128935;A045364;GM1740;2019JJ00;8748;101;23;1;4;0;119;8867
128952;A045364;GM1740;2020JJ00;8867;46;7;6;1;-1;45;8912
128977;A045364;GM0643;2012JJ00;5931;94;18;69;5;122;160;6091
128994;A045364;GM0643;2013JJ00;6091;50;32;23;1;3;61;6152
129011;A045364;GM0643;2014JJ00;6152;143;98;5;0;0;236;6388
129028;A045364;GM0643;2015JJ00;;;;;;;;
129045;A045364;GM0643;2016JJ00;;;;;;;;
129062;A045364;GM0643;2017JJ00;;;;;;;;
129079;A045364;GM0643;2018JJ00;;;;;;;;
129096;A045364;GM0643;2019JJ00;;;;;;;;
129113;A045364;GM0643;2020JJ00;;;;;;;;
129138;A045364;GM0946;2012JJ00;6916;45;34;6;5;7;75;6991
129155;A045364;GM0946;2013JJ00;6991;69;23;3;6;2;85;7076
129172;A045364;GM0946;2014JJ00;7076;39;15;0;13;1;42;7118
129189;A045364;GM0946;2015JJ00;7118;49;9;1;9;-1;47;7165
129206;A045364;GM0946;2016JJ00;7165;77;5;0;8;1;75;7240
129223;A045364;GM0946;2017JJ00;7240;92;14;1;9;1;97;7337
129240;A045364;GM0946;2018JJ00;7337;50;5;0;8;1;48;7385
129257;A045364;GM0946;2019JJ00;7385;71;24;2;20;-1;72;7457
129274;A045364;GM0946;2020JJ00;7457;87;9;10;9;0;77;7534
129299;A045364;GM0304;2012JJ00;4607;16;7;8;3;2;14;4621
129316;A045364;GM0304;2013JJ00;4621;17;39;15;3;2;40;4661
129333;A045364;GM0304;2014JJ00;4661;4;3;5;5;2;-1;4660
129350;A045364;GM0304;2015JJ00;4660;89;56;10;9;0;126;4786
129367;A045364;GM0304;2016JJ00;4786;66;12;5;0;2;75;4861
129384;A045364;GM0304;2017JJ00;4861;40;2;5;1;1;37;4898
129401;A045364;GM0304;2018JJ00;4898;80;2;5;1;0;76;4974
129418;A045364;GM0304;2019JJ00;;;;;;;;
129435;A045364;GM0304;2020JJ00;;;;;;;;
129460;A045364;GM0356;2012JJ00;26411;200;44;2;7;1;236;26647
129477;A045364;GM0356;2013JJ00;26647;140;280;0;0;1;421;27068
129494;A045364;GM0356;2014JJ00;27068;320;129;6;4;0;439;27507
129511;A045364;GM0356;2015JJ00;27507;59;251;2;19;3;292;27799
129528;A045364;GM0356;2016JJ00;27799;43;139;4;2;1;177;27976
129545;A045364;GM0356;2017JJ00;27976;292;332;2;104;1;519;28495
129562;A045364;GM0356;2018JJ00;28495;218;69;65;6;-1;215;28710
129579;A045364;GM0356;2019JJ00;28710;18;117;1;0;0;134;28844
129596;A045364;GM0356;2020JJ00;28844;60;572;27;3;-1;601;29445
129621;A045364;GM0569;2012JJ00;10346;97;9;19;12;-1;74;10420
129638;A045364;GM0569;2013JJ00;10420;177;22;17;7;2;177;10597
129655;A045364;GM0569;2014JJ00;10597;179;25;56;4;0;144;10741
129672;A045364;GM0569;2015JJ00;10741;105;7;14;5;1;94;10835
129689;A045364;GM0569;2016JJ00;10835;239;55;10;7;1;278;11113
129706;A045364;GM0569;2017JJ00;11113;177;27;8;11;0;185;11298
129723;A045364;GM0569;2018JJ00;11298;68;6;8;3;0;63;11361
129740;A045364;GM0569;2019JJ00;11361;123;30;12;4;0;137;11498
129757;A045364;GM0569;2020JJ00;11498;161;11;6;5;1;162;11660
129782;A045364;GM0571;2012JJ00;3467;19;0;0;0;-19;0;3467
129799;A045364;GM0571;2013JJ00;;;;;;;;
129816;A045364;GM0571;2014JJ00;;;;;;;;
129833;A045364;GM0571;2015JJ00;;;;;;;;
129850;A045364;GM0571;2016JJ00;;;;;;;;
129867;A045364;GM0571;2017JJ00;;;;;;;;
129884;A045364;GM0571;2018JJ00;;;;;;;;
129901;A045364;GM0571;2019JJ00;;;;;;;;
129918;A045364;GM0571;2020JJ00;;;;;;;;
129943;A045364;GM0267;2012JJ00;15519;170;21;22;18;5;156;15675
129960;A045364;GM0267;2013JJ00;15675;100;20;12;9;3;102;15777
129977;A045364;GM0267;2014JJ00;15777;156;11;13;8;3;149;15921
129994;A045364;GM0267;2015JJ00;15921;209;18;8;9;0;210;16131
130011;A045364;GM0267;2016JJ00;16131;149;77;6;10;3;213;16344
130028;A045364;GM0267;2017JJ00;16344;326;31;13;18;-1;325;16669
130045;A045364;GM0267;2018JJ00;16669;312;173;14;20;5;456;17125
130062;A045364;GM0267;2019JJ00;17125;212;20;28;9;1;196;17321
130079;A045364;GM0267;2020JJ00;17321;32;10;6;8;0;28;17349
130104;A045364;GM0268;2012JJ00;74162;734;1777;226;172;243;2356;76518
130121;A045364;GM0268;2013JJ00;76518;639;230;187;14;62;730;77248
130138;A045364;GM0268;2014JJ00;77248;1103;362;16;31;12;1430;78678
130155;A045364;GM0268;2015JJ00;78678;686;311;65;13;-4;915;79593
130172;A045364;GM0268;2016JJ00;79593;1411;978;59;3735;12;-1393;78200
130189;A045364;GM0268;2017JJ00;78200;1367;130;237;14;27;1273;79474
130206;A045364;GM0268;2018JJ00;79474;1092;336;119;117;70;1262;80736
130223;A045364;GM0268;2019JJ00;80736;863;316;132;58;18;1007;81717
130240;A045364;GM0268;2020JJ00;81717;472;240;17;58;-37;600;82317
130265;A045364;GM1930;2012JJ00;;;;;;;;
130282;A045364;GM1930;2013JJ00;;;;;;;;
130299;A045364;GM1930;2014JJ00;;;;;;;;
130316;A045364;GM1930;2015JJ00;38989;83;23;9;5;2;94;39083
130333;A045364;GM1930;2016JJ00;39083;46;73;4;9;3;109;39192
130350;A045364;GM1930;2017JJ00;39192;192;15;29;5;0;173;39365
130367;A045364;GM1930;2018JJ00;38832;213;4;3;9;1;206;39036
130384;A045364;GM1930;2019JJ00;39036;192;6;4;4;-1;189;39225
130401;A045364;GM1930;2020JJ00;39225;365;19;141;1;2;244;39469
130426;A045364;GM1970;2012JJ00;;;;;;;;
130443;A045364;GM1970;2013JJ00;;;;;;;;
