ID;Gebruiksfunctie;RegioS;Perioden;BeginstandVoorraad_1;Nieuwbouw_2;OverigeToevoeging_3;Sloop_4;OverigeOnttrekking_5;Correctie_6;SaldoVoorraad_7;EindstandVoorraad_8
88727;A045364;GM1680;2012JJ00;12414;14;49;10;1345;92;-1200;11214
88744;A045364;GM1680;2013JJ00;11214;25;219;31;270;16;-41;11173
88761;A045364;GM1680;2014JJ00;11173;6;9;7;39;8;-23;11150
88778;A045364;GM1680;2015JJ00;11150;8;6;30;3;0;-19;11131
88795;A045364;GM1680;2016JJ00;11131;19;7;10;2;0;14;11145
88812;A045364;GM1680;2017JJ00;11145;22;8;7;3;0;20;11165
88829;A045364;GM1680;2018JJ00;11165;85;18;7;5;1;92;11257
88846;A045364;GM1680;2019JJ00;11257;32;6;1;115;0;-78;11179
88863;A045364;GM1680;2020JJ00;11179;14;10;14;2;20;28;11207
88888;A045364;GM0738;2012JJ00;4769;43;8;7;7;51;88;4857
88905;A045364;GM0738;2013JJ00;4857;80;41;6;5;4;114;4971
88922;A045364;GM0738;2014JJ00;4971;46;12;5;4;0;49;5020
88939;A045364;GM0738;2015JJ00;5020;29;7;22;2;-1;11;5031
88956;A045364;GM0738;2016JJ00;5031;53;3;8;8;0;40;5071
88973;A045364;GM0738;2017JJ00;5071;42;19;10;2;-11;38;5109
88990;A045364;GM0738;2018JJ00;5109;41;8;3;1;13;58;5167
89007;A045364;GM0738;2019JJ00;;;;;;;;
89024;A045364;GM0738;2020JJ00;;;;;;;;
89049;A045364;GM0358;2012JJ00;12267;49;25;10;27;50;87;12354
89066;A045364;GM0358;2013JJ00;12354;252;214;31;10;1;426;12780
89083;A045364;GM0358;2014JJ00;12780;32;15;14;10;0;23;12803
89100;A045364;GM0358;2015JJ00;12803;89;39;8;34;4;90;12893
89117;A045364;GM0358;2016JJ00;12893;32;15;10;11;0;26;12919
89134;A045364;GM0358;2017JJ00;12919;42;27;63;39;2;-31;12888
89151;A045364;GM0358;2018JJ00;12888;193;24;13;6;5;203;13091
89168;A045364;GM0358;2019JJ00;13091;124;29;11;16;0;126;13217
89185;A045364;GM0358;2020JJ00;13217;73;7;6;9;2;67;13284
89210;A045364;GM0197;2012JJ00;11504;23;64;3;64;-73;-53;11451
89227;A045364;GM0197;2013JJ00;11451;46;227;3;32;-2;236;11687
89244;A045364;GM0197;2014JJ00;11687;56;104;2;76;6;88;11775
89261;A045364;GM0197;2015JJ00;11775;35;40;4;35;0;36;11811
89278;A045364;GM0197;2016JJ00;11811;41;57;1;39;3;61;11872
89295;A045364;GM0197;2017JJ00;11872;41;33;5;23;4;50;11922
89312;A045364;GM0197;2018JJ00;11922;44;26;14;11;4;49;11971
89329;A045364;GM0197;2019JJ00;11971;75;20;83;10;3;5;11976
89346;A045364;GM0197;2020JJ00;11976;49;17;9;6;1;52;12028
89371;A045364;GM0059;2012JJ00;11663;52;18;8;9;-5;48;11711
89388;A045364;GM0059;2013JJ00;11711;34;165;4;12;0;183;11894
89405;A045364;GM0059;2014JJ00;11894;31;13;12;9;0;23;11917
89422;A045364;GM0059;2015JJ00;11917;31;24;17;9;0;29;11946
89439;A045364;GM0059;2016JJ00;11946;80;15;8;5;0;82;12028
89456;A045364;GM0059;2017JJ00;12028;30;36;8;11;0;47;12075
89473;A045364;GM0059;2018JJ00;12075;42;27;13;13;0;43;12118
89490;A045364;GM0059;2019JJ00;12118;40;13;24;9;-9;11;12129
89507;A045364;GM0059;2020JJ00;12129;67;10;30;4;9;52;12181
89532;A045364;GM0482;2012JJ00;8083;26;9;0;8;1;28;8111
89549;A045364;GM0482;2013JJ00;8111;12;2;1;2;0;11;8122
89566;A045364;GM0482;2014JJ00;8122;36;2;22;0;0;16;8138
89583;A045364;GM0482;2015JJ00;8138;80;4;0;2;0;82;8220
89600;A045364;GM0482;2016JJ00;8220;38;7;0;1;-12;32;8252
89617;A045364;GM0482;2017JJ00;8252;22;7;5;2;2;24;8276
89634;A045364;GM0482;2018JJ00;8276;53;1;1;5;0;48;8324
89651;A045364;GM0482;2019JJ00;8324;33;2;3;4;1;29;8353
89668;A045364;GM0482;2020JJ00;8353;54;5;2;2;0;55;8408
89693;A045364;GM0613;2012JJ00;9822;33;166;4;4;46;237;10059
89710;A045364;GM0613;2013JJ00;10059;9;110;4;8;-1;106;10165
89727;A045364;GM0613;2014JJ00;10165;2;3;3;0;0;2;10167
89744;A045364;GM0613;2015JJ00;10167;45;3;6;1;0;41;10208
89761;A045364;GM0613;2016JJ00;10208;65;15;1;1;0;78;10286
89778;A045364;GM0613;2017JJ00;10286;49;3;1;4;0;47;10333
89795;A045364;GM0613;2018JJ00;10333;22;1;6;3;0;14;10347
89812;A045364;GM0613;2019JJ00;10347;175;6;9;2;0;170;10517
89829;A045364;GM0613;2020JJ00;10517;61;4;5;4;0;56;10573
89854;A045364;GM0361;2012JJ00;43703;134;153;36;41;136;346;44049
89871;A045364;GM0361;2013JJ00;44049;371;403;6;11;78;835;44884
89888;A045364;GM0361;2014JJ00;44884;143;176;3;31;117;402;45286
89905;A045364;GM0361;2015JJ00;50076;272;198;22;179;1;270;50346
89922;A045364;GM0361;2016JJ00;50346;127;143;30;74;1;167;50513
89939;A045364;GM0361;2017JJ00;50513;198;192;11;66;4;317;50830
89956;A045364;GM0361;2018JJ00;50830;189;166;5;52;-1;297;51127
89973;A045364;GM0361;2019JJ00;51127;130;189;39;69;1;212;51339
89990;A045364;GM0361;2020JJ00;51339;244;117;9;36;1;317;51656
90015;A045364;GM0141;2012JJ00;31995;54;38;1;49;80;122;32117
90032;A045364;GM0141;2013JJ00;32117;62;34;0;53;-1;42;32159
90049;A045364;GM0141;2014JJ00;32159;170;30;1;77;0;122;32281
90066;A045364;GM0141;2015JJ00;32281;106;139;29;80;0;136;32417
90083;A045364;GM0141;2016JJ00;32417;239;265;9;52;-1;442;32859
90100;A045364;GM0141;2017JJ00;32859;195;125;3;188;0;129;32988
90117;A045364;GM0141;2018JJ00;32988;363;166;2;39;-4;484;33472
90134;A045364;GM0141;2019JJ00;33472;93;41;0;48;-9;77;33549
90151;A045364;GM0141;2020JJ00;33549;256;40;1;13;-4;278;33827
90176;A045364;GM0034;2012JJ00;76755;573;150;0;3;134;854;77609
90193;A045364;GM0034;2013JJ00;77609;617;28;56;3;135;721;78330
90210;A045364;GM0034;2014JJ00;78330;584;79;0;21;2;644;78974
90227;A045364;GM0034;2015JJ00;78974;681;70;1;4;1;747;79721
90244;A045364;GM0034;2016JJ00;79721;792;77;0;4;-4;861;80582
90261;A045364;GM0034;2017JJ00;80582;1622;121;0;14;1;1730;82312
90278;A045364;GM0034;2018JJ00;82312;1645;231;17;14;4;1849;84161
90295;A045364;GM0034;2019JJ00;84161;1653;171;0;10;2;1816;85977
90312;A045364;GM0034;2020JJ00;85977;1335;100;0;10;-143;1282;87259
90337;A045364;GM0484;2012JJ00;31005;116;136;10;10;43;275;31280
90354;A045364;GM0484;2013JJ00;31280;94;24;20;7;4;95;31375
90371;A045364;GM0484;2014JJ00;45433;378;49;88;20;1;320;45753
90388;A045364;GM0484;2015JJ00;45753;248;20;41;11;-1;215;45968
90405;A045364;GM0484;2016JJ00;45968;634;157;28;11;3;755;46723
90422;A045364;GM0484;2017JJ00;46723;381;158;155;13;5;376;47099
90439;A045364;GM0484;2018JJ00;47099;429;266;16;25;0;654;47753
90456;A045364;GM0484;2019JJ00;47753;342;132;13;24;-12;425;48178
90473;A045364;GM0484;2020JJ00;48178;644;223;70;86;4;715;48893
90498;A045364;GM1723;2012JJ00;3936;52;9;16;2;5;48;3984
90515;A045364;GM1723;2013JJ00;3984;52;16;1;2;1;66;4050
90532;A045364;GM1723;2014JJ00;4050;86;26;14;3;4;99;4149
90549;A045364;GM1723;2015JJ00;4149;73;15;5;19;1;65;4214
90566;A045364;GM1723;2016JJ00;4214;37;11;4;3;-1;40;4254
90583;A045364;GM1723;2017JJ00;4254;33;3;5;7;2;26;4280
90600;A045364;GM1723;2018JJ00;4280;64;5;4;4;1;62;4342
90617;A045364;GM1723;2019JJ00;4342;26;12;7;2;0;29;4371
90634;A045364;GM1723;2020JJ00;4371;60;10;5;4;0;61;4432
90659;A045364;GM1959;2012JJ00;;;;;;;;
90676;A045364;GM1959;2013JJ00;;;;;;;;
90693;A045364;GM1959;2014JJ00;;;;;;;;
90710;A045364;GM1959;2015JJ00;;;;;;;;
90727;A045364;GM1959;2016JJ00;;;;;;;;
90744;A045364;GM1959;2017JJ00;;;;;;;;
90761;A045364;GM1959;2018JJ00;;;;;;;;
90778;A045364;GM1959;2019JJ00;22221;184;23;20;9;0;178;22399
90795;A045364;GM1959;2020JJ00;22399;194;20;6;18;-2;188;22587
90820;A045364;GM0060;2012JJ00;1547;8;17;2;2;0;21;1568
90837;A045364;GM0060;2013JJ00;1568;4;126;1;40;0;89;1657
90854;A045364;GM0060;2014JJ00;1657;3;12;1;1;0;13;1670
90871;A045364;GM0060;2015JJ00;1670;0;6;1;1;0;4;1674
90888;A045364;GM0060;2016JJ00;1674;6;6;0;0;0;12;1686
90905;A045364;GM0060;2017JJ00;1686;12;17;1;3;1;26;1712
90922;A045364;GM0060;2018JJ00;1712;10;15;1;5;0;19;1731
90939;A045364;GM0060;2019JJ00;1731;5;8;5;2;0;6;1737
90956;A045364;GM0060;2020JJ00;1737;12;4;0;0;0;16;1753
90981;A045364;GM0307;2012JJ00;63442;463;210;29;31;-199;414;63856
90998;A045364;GM0307;2013JJ00;63856;539;222;36;247;121;599;64455
91015;A045364;GM0307;2014JJ00;64455;390;187;163;89;53;378;64833
91032;A045364;GM0307;2015JJ00;64833;259;269;78;18;24;456;65289
91049;A045364;GM0307;2016JJ00;65289;594;444;4;311;22;745;66034
91066;A045364;GM0307;2017JJ00;66034;554;142;2;325;127;496;66530
91083;A045364;GM0307;2018JJ00;66530;365;496;169;38;-3;651;67181
91100;A045364;GM0307;2019JJ00;67181;436;168;5;61;3;541;67722
91117;A045364;GM0307;2020JJ00;67722;874;266;8;80;35;1087;68809
91142;A045364;GM0362;2012JJ00;41304;625;22;326;11;2;312;41616
91159;A045364;GM0362;2013JJ00;41616;280;513;2;11;-1;779;42395
91176;A045364;GM0362;2014JJ00;42395;568;180;96;311;0;341;42736
91193;A045364;GM0362;2015JJ00;42736;384;31;77;31;2;309;43045
91210;A045364;GM0362;2016JJ00;43045;395;702;14;2479;0;-1396;41649
91227;A045364;GM0362;2017JJ00;41649;108;52;12;15;0;133;41782
91244;A045364;GM0362;2018JJ00;41782;236;162;80;65;0;253;42035
91261;A045364;GM0362;2019JJ00;42035;272;28;9;16;0;275;42310
91278;A045364;GM0362;2020JJ00;42310;73;29;152;9;0;-59;42251
91303;A045364;GM0363;2012JJ00;408888;2829;1912;1461;1040;-1;2239;411127
91320;A045364;GM0363;2013JJ00;411127;2449;1754;219;1316;-98;2570;413697
91337;A045364;GM0363;2014JJ00;413697;2732;2618;1014;1079;12;3269;416966
91354;A045364;GM0363;2015JJ00;416966;5362;3888;496;1554;224;7424;424390
91371;A045364;GM0363;2016JJ00;424390;5157;2254;533;3087;-146;3645;428035
91388;A045364;GM0363;2017JJ00;428035;4914;1909;1330;976;163;4680;432715
91405;A045364;GM0363;2018JJ00;432715;7530;2810;400;1062;-103;8775;441490
91422;A045364;GM0363;2019JJ00;441490;5198;2634;960;1119;108;5861;447351
91439;A045364;GM0363;2020JJ00;447351;2560;1295;663;582;28;2638;449989
91464;A045364;GM0200;2012JJ00;67968;474;77;60;134;-6;351;68319
91481;A045364;GM0200;2013JJ00;68319;658;848;352;133;167;1188;69507
91498;A045364;GM0200;2014JJ00;69507;435;252;43;233;-114;297;69804
91515;A045364;GM0200;2015JJ00;69804;339;590;101;34;17;811;70615
91532;A045364;GM0200;2016JJ00;70615;351;253;79;94;4;435;71050
91549;A045364;GM0200;2017JJ00;71050;525;184;228;24;19;476;71526
91566;A045364;GM0200;2018JJ00;71526;866;246;68;94;-31;919;72445
91583;A045364;GM0200;2019JJ00;72445;774;95;70;36;36;799;73244
91600;A045364;GM0200;2020JJ00;73244;827;203;24;64;-2;940;74184
91625;A045364;GM0003;2012JJ00;5732;55;40;50;18;26;53;5785
91642;A045364;GM0003;2013JJ00;5785;55;98;85;14;1;55;5840
91659;A045364;GM0003;2014JJ00;5840;17;14;2;24;5;10;5850
91676;A045364;GM0003;2015JJ00;5850;32;5;1;5;0;31;5881
91693;A045364;GM0003;2016JJ00;5881;18;12;1;12;1;18;5899
91710;A045364;GM0003;2017JJ00;5899;23;8;0;4;-1;26;5925
91727;A045364;GM0003;2018JJ00;5925;117;9;18;2;1;107;6032
91744;A045364;GM0003;2019JJ00;6032;42;1;32;1;0;10;6042
91761;A045364;GM0003;2020JJ00;6042;140;10;164;5;0;-19;6023
91786;A045364;GM0202;2012JJ00;69605;597;455;186;109;209;966;70571
91803;A045364;GM0202;2013JJ00;70571;478;439;262;112;0;543;71114
91820;A045364;GM0202;2014JJ00;71114;671;285;3;100;-5;848;71962
91837;A045364;GM0202;2015JJ00;71962;383;675;255;49;-5;749;72711
91854;A045364;GM0202;2016JJ00;72711;665;599;108;241;14;929;73640
91871;A045364;GM0202;2017JJ00;73640;641;296;49;95;-17;776;74416
91888;A045364;GM0202;2018JJ00;74416;823;551;124;53;19;1216;75632
91905;A045364;GM0202;2019JJ00;75632;695;561;86;52;-13;1105;76737
91922;A045364;GM0202;2020JJ00;76737;909;301;58;49;-1;1102;77839
91947;A045364;GM0106;2012JJ00;29854;229;57;4;14;61;329;30183
91964;A045364;GM0106;2013JJ00;30183;336;28;5;10;7;356;30539
91981;A045364;GM0106;2014JJ00;30539;109;137;30;15;-3;198;30737
91998;A045364;GM0106;2015JJ00;30737;84;89;201;19;1;-46;30691
92015;A045364;GM0106;2016JJ00;30691;240;125;32;31;2;304;30995
92032;A045364;GM0106;2017JJ00;30995;315;219;88;17;0;429;31424
92049;A045364;GM0106;2018JJ00;31424;284;98;170;24;-42;146;31570
92066;A045364;GM0106;2019JJ00;31570;531;211;79;81;2;584;32154
92083;A045364;GM0106;2020JJ00;32154;369;53;63;16;41;384;32538
92108;A045364;GM0743;2012JJ00;6337;13;120;0;7;1;127;6464
92125;A045364;GM0743;2013JJ00;6464;93;117;3;11;2;198;6662
92142;A045364;GM0743;2014JJ00;6662;16;51;3;29;1;36;6698
92159;A045364;GM0743;2015JJ00;6698;26;9;7;9;0;19;6717
92176;A045364;GM0743;2016JJ00;6717;50;11;5;5;0;51;6768
92193;A045364;GM0743;2017JJ00;6768;36;12;5;8;0;35;6803
92210;A045364;GM0743;2018JJ00;6803;48;17;9;6;0;50;6853
92227;A045364;GM0743;2019JJ00;6853;32;43;4;2;-23;46;6899
92244;A045364;GM0743;2020JJ00;6899;132;39;18;6;23;170;7069
92269;A045364;GM0744;2012JJ00;2681;25;6;2;5;1;25;2706
92286;A045364;GM0744;2013JJ00;2706;16;7;1;1;0;21;2727
92303;A045364;GM0744;2014JJ00;2727;25;3;9;2;0;17;2744
92320;A045364;GM0744;2015JJ00;2744;2;6;3;3;0;2;2746
92337;A045364;GM0744;2016JJ00;2746;27;3;2;4;0;24;2770
92354;A045364;GM0744;2017JJ00;2770;67;3;1;3;-4;62;2832
92371;A045364;GM0744;2018JJ00;2832;30;2;6;4;-2;20;2852
92388;A045364;GM0744;2019JJ00;2852;21;5;1;6;4;23;2875
92405;A045364;GM0744;2020JJ00;2875;36;11;3;5;2;41;2916
92430;A045364;GM0308;2012JJ00;11071;169;56;44;20;-4;157;11228
92447;A045364;GM0308;2013JJ00;11228;86;252;2;29;-96;211;11439
92464;A045364;GM0308;2014JJ00;11439;31;112;11;35;50;147;11586
92481;A045364;GM0308;2015JJ00;11586;2;35;1;37;1;0;11586
92498;A045364;GM0308;2016JJ00;11586;94;14;1;17;0;90;11676
92515;A045364;GM0308;2017JJ00;11676;53;18;0;191;8;-112;11564
92532;A045364;GM0308;2018JJ00;11564;67;26;0;11;1;83;11647
92549;A045364;GM0308;2019JJ00;11647;79;15;1;61;0;32;11679
92566;A045364;GM0308;2020JJ00;11679;11;25;4;11;0;21;11700
92591;A045364;GM0489;2012JJ00;18421;116;53;2;2;174;339;18760
92608;A045364;GM0489;2013JJ00;18760;64;19;4;33;0;46;18806
92625;A045364;GM0489;2014JJ00;18806;107;2;48;0;0;61;18867
92642;A045364;GM0489;2015JJ00;18867;112;0;4;57;0;51;18918
92659;A045364;GM0489;2016JJ00;18918;192;26;3;3;1;213;19131
92676;A045364;GM0489;2017JJ00;19131;60;3;7;4;1;53;19184
92693;A045364;GM0489;2018JJ00;19184;54;30;9;3;0;72;19256
92710;A045364;GM0489;2019JJ00;19256;119;63;17;4;-1;160;19416
92727;A045364;GM0489;2020JJ00;19416;45;12;32;8;0;17;19433
92752;A045364;GM0203;2012JJ00;19699;74;93;14;25;8;136;19835
92769;A045364;GM0203;2013JJ00;19835;315;136;56;134;17;278;20113
92786;A045364;GM0203;2014JJ00;20113;425;120;11;55;1;480;20598
92803;A045364;GM0203;2015JJ00;20598;350;93;22;86;5;340;20938
92820;A045364;GM0203;2016JJ00;20938;380;85;24;51;2;392;21330
92837;A045364;GM0203;2017JJ00;21330;573;157;53;85;4;596;21926
92854;A045364;GM0203;2018JJ00;21926;344;58;30;46;-3;323;22249
92871;A045364;GM0203;2019JJ00;22249;543;77;19;54;3;550;22799
92888;A045364;GM0203;2020JJ00;22799;338;60;40;13;2;347;23146
92913;A045364;GM0005;2012JJ00;4424;0;40;0;0;0;40;4464
92930;A045364;GM0005;2013JJ00;4464;1;80;0;45;0;36;4500
92947;A045364;GM0005;2014JJ00;4500;24;11;2;4;0;29;4529
92964;A045364;GM0005;2015JJ00;4529;35;8;1;1;0;41;4570
92981;A045364;GM0005;2016JJ00;4570;57;5;0;63;0;-1;4569
92998;A045364;GM0005;2017JJ00;4569;47;3;0;5;0;45;4614
93015;A045364;GM0005;2018JJ00;4614;24;68;1;2;0;89;4703
93032;A045364;GM0005;2019JJ00;;;;;;;;
93049;A045364;GM0005;2020JJ00;;;;;;;;
93074;A045364;GM0888;2012JJ00;7360;5;14;0;4;-2;13;7373
93091;A045364;GM0888;2013JJ00;7373;43;11;0;10;0;44;7417
93108;A045364;GM0888;2014JJ00;7417;0;8;0;9;0;-1;7416
93125;A045364;GM0888;2015JJ00;7416;0;2;0;3;0;-1;7415
93142;A045364;GM0888;2016JJ00;7415;2;10;0;17;0;-5;7410
93159;A045364;GM0888;2017JJ00;7410;13;22;2;19;0;14;7424
93176;A045364;GM0888;2018JJ00;7424;49;23;0;10;-1;61;7485
93193;A045364;GM0888;2019JJ00;7485;5;17;0;20;1;3;7488
93210;A045364;GM0888;2020JJ00;7488;2;12;0;6;0;8;7496
93235;A045364;GM1954;2012JJ00;;;;;;;;
93252;A045364;GM1954;2013JJ00;;;;;;;;
93269;A045364;GM1954;2014JJ00;;;;;;;;
93286;A045364;GM1954;2015JJ00;;;;;;;;
93303;A045364;GM1954;2016JJ00;;;;;;;;
93320;A045364;GM1954;2017JJ00;;;;;;;;
93337;A045364;GM1954;2018JJ00;;;;;;;;
93354;A045364;GM1954;2019JJ00;16635;37;50;42;8;-37;0;16635
93371;A045364;GM1954;2020JJ00;16635;76;12;2;9;-1;76;16711
93396;A045364;GM0370;2012JJ00;3422;9;7;0;7;1;10;3432
93413;A045364;GM0370;2013JJ00;3432;77;132;4;2;0;203;3635
93430;A045364;GM0370;2014JJ00;3635;17;0;7;0;-4;6;3641
93447;A045364;GM0370;2015JJ00;3641;23;1;10;3;5;16;3657
93464;A045364;GM0370;2016JJ00;3657;143;1;7;4;0;133;3790
93481;A045364;GM0370;2017JJ00;3790;52;1;2;3;-2;46;3836
93498;A045364;GM0370;2018JJ00;3836;92;17;1;5;2;105;3941
93515;A045364;GM0370;2019JJ00;3941;91;8;1;3;0;95;4036
93532;A045364;GM0370;2020JJ00;4036;19;2;1;5;0;15;4051
93557;A045364;GM0889;2012JJ00;5939;19;5;1;37;0;-14;5925
93574;A045364;GM0889;2013JJ00;5925;5;4;3;27;0;-21;5904
93591;A045364;GM0889;2014JJ00;5904;4;7;3;1;0;7;5911
93608;A045364;GM0889;2015JJ00;5911;6;6;38;3;0;-29;5882
93625;A045364;GM0889;2016JJ00;5882;7;10;2;9;0;6;5888
93642;A045364;GM0889;2017JJ00;5888;58;2;1;2;1;58;5946
93659;A045364;GM0889;2018JJ00;5946;14;5;1;5;0;13;5959
93676;A045364;GM0889;2019JJ00;5959;4;8;0;6;0;6;5965
93693;A045364;GM0889;2020JJ00;5965;78;4;4;5;2;75;6040
93718;A045364;GM0007;2012JJ00;4168;8;6;43;3;0;-32;4136
93735;A045364;GM0007;2013JJ00;4136;10;4;11;4;1;0;4136
93752;A045364;GM0007;2014JJ00;4136;0;0;8;0;0;-8;4128
93769;A045364;GM0007;2015JJ00;4128;1;6;13;6;0;-12;4116
93786;A045364;GM0007;2016JJ00;4116;0;8;6;1;0;1;4117
93803;A045364;GM0007;2017JJ00;4117;0;3;0;2;0;1;4118
93820;A045364;GM0007;2018JJ00;;;;;;;;
93837;A045364;GM0007;2019JJ00;;;;;;;;
93854;A045364;GM0007;2020JJ00;;;;;;;;
93879;A045364;GM1945;2012JJ00;;;;;;;;
93896;A045364;GM1945;2013JJ00;;;;;;;;
93913;A045364;GM1945;2014JJ00;;;;;;;;
93930;A045364;GM1945;2015JJ00;;;;;;;;
93947;A045364;GM1945;2016JJ00;15282;90;47;10;15;2;114;15397
93964;A045364;GM1945;2017JJ00;15397;68;71;6;12;1;122;15518
93981;A045364;GM1945;2018JJ00;15518;96;26;3;20;2;101;15619
93998;A045364;GM1945;2019JJ00;15619;123;50;2;12;-2;157;15802
94015;A045364;GM1945;2020JJ00;15802;64;21;8;2;-23;52;15854
94040;A045364;GM0491;2012JJ00;3942;39;70;36;54;58;77;4019
94057;A045364;GM0491;2013JJ00;4019;111;21;15;14;20;123;4142
94074;A045364;GM0491;2014JJ00;4142;101;37;41;8;0;89;4231
94091;A045364;GM0491;2015JJ00;;;;;;;;
94108;A045364;GM0491;2016JJ00;;;;;;;;
94125;A045364;GM0491;2017JJ00;;;;;;;;
94142;A045364;GM0491;2018JJ00;;;;;;;;
94159;A045364;GM0491;2019JJ00;;;;;;;;
94176;A045364;GM0491;2020JJ00;;;;;;;;
94201;A045364;GM1724;2012JJ00;7456;111;14;6;6;4;117;7573
94218;A045364;GM1724;2013JJ00;7573;63;28;5;5;-1;80;7653
94235;A045364;GM1724;2014JJ00;7653;32;11;9;9;1;26;7679
94252;A045364;GM1724;2015JJ00;7679;62;9;5;3;0;63;7742
94269;A045364;GM1724;2016JJ00;7742;29;10;7;4;0;28;7770
94286;A045364;GM1724;2017JJ00;7770;42;11;10;2;-1;40;7810
94303;A045364;GM1724;2018JJ00;7810;55;18;7;4;-2;60;7870
94320;A045364;GM1724;2019JJ00;7870;110;6;11;5;0;100;7970
94337;A045364;GM1724;2020JJ00;7970;54;14;8;5;2;57;8027
94362;A045364;GM0893;2012JJ00;5480;0;18;2;4;5;17;5497
94379;A045364;GM0893;2013JJ00;5497;15;13;2;11;40;55;5552
94396;A045364;GM0893;2014JJ00;5552;52;4;11;3;0;42;5594
94413;A045364;GM0893;2015JJ00;5594;27;5;7;1;1;25;5619
94430;A045364;GM0893;2016JJ00;5619;35;21;1;5;0;50;5669
94447;A045364;GM0893;2017JJ00;5669;17;14;8;9;0;14;5683
94464;A045364;GM0893;2018JJ00;5683;38;9;2;3;-2;40;5723
94481;A045364;GM0893;2019JJ00;5723;33;14;1;8;-1;37;5760
94498;A045364;GM0893;2020JJ00;5760;37;6;8;2;0;33;5793
94523;A045364;GM0373;2012JJ00;14658;4;102;30;105;6;-23;14635
94540;A045364;GM0373;2013JJ00;14635;19;417;59;25;1;353;14988
94557;A045364;GM0373;2014JJ00;14988;18;26;18;27;-1;-2;14986
94574;A045364;GM0373;2015JJ00;14986;74;34;17;15;-86;-10;14976
94591;A045364;GM0373;2016JJ00;14976;45;31;34;26;0;16;14992
94608;A045364;GM0373;2017JJ00;14992;145;30;18;36;0;121;15113
94625;A045364;GM0373;2018JJ00;15113;45;88;22;15;0;96;15209
94642;A045364;GM0373;2019JJ00;15209;69;91;13;14;2;135;15344
94659;A045364;GM0373;2020JJ00;15344;23;22;12;22;-2;9;15353
94684;A045364;GM0748;2012JJ00;29604;123;85;6;151;84;135;29739
94701;A045364;GM0748;2013JJ00;29739;121;34;1;9;3;148;29887
94718;A045364;GM0748;2014JJ00;29887;118;29;11;12;-1;123;30010
94735;A045364;GM0748;2015JJ00;30010;60;28;350;11;1;-272;29738
94752;A045364;GM0748;2016JJ00;29738;260;49;112;19;0;178;29916
94769;A045364;GM0748;2017JJ00;29916;226;26;196;8;83;131;30047
94786;A045364;GM0748;2018JJ00;30047;346;84;83;12;-2;333;30380
94803;A045364;GM0748;2019JJ00;30380;455;94;42;3;0;504;30884
94820;A045364;GM0748;2020JJ00;30884;112;42;110;8;1;37;30921
94845;A045364;GM1859;2012JJ00;18879;181;111;35;31;100;326;19205
94862;A045364;GM1859;2013JJ00;19205;140;164;13;70;-36;185;19390
94879;A045364;GM1859;2014JJ00;19390;96;43;148;60;-22;-91;19299
94896;A045364;GM1859;2015JJ00;19299;127;77;15;25;3;167;19466
94913;A045364;GM1859;2016JJ00;19466;46;19;55;36;18;-8;19458
94930;A045364;GM1859;2017JJ00;19458;121;37;26;99;1;34;19492
94947;A045364;GM1859;2018JJ00;19492;80;17;13;37;2;49;19541
94964;A045364;GM1859;2019JJ00;19541;68;24;88;24;4;-16;19525
94981;A045364;GM1859;2020JJ00;19525;100;48;55;24;0;69;19594
95006;A045364;GM1721;2012JJ00;11307;47;8;7;0;13;61;11368
95023;A045364;GM1721;2013JJ00;11368;112;448;18;1;32;573;11941
95040;A045364;GM1721;2014JJ00;11941;55;19;11;5;1;59;12000
95057;A045364;GM1721;2015JJ00;12000;112;5;61;13;1;44;12044
95074;A045364;GM1721;2016JJ00;12044;71;2;37;8;-13;15;12059
95091;A045364;GM1721;2017JJ00;12059;263;4;18;7;0;242;12301
95108;A045364;GM1721;2018JJ00;12301;202;5;50;19;12;150;12451
95125;A045364;GM1721;2019JJ00;12451;300;121;9;151;2;263;12714
95142;A045364;GM1721;2020JJ00;12714;101;8;21;5;1;84;12798
95167;A045364;GM0568;2012JJ00;5378;22;11;50;15;153;121;5499
95184;A045364;GM0568;2013JJ00;5499;28;3;5;8;0;18;5517
95201;A045364;GM0568;2014JJ00;5517;21;12;15;11;0;7;5524
95218;A045364;GM0568;2015JJ00;;;;;;;;
95235;A045364;GM0568;2016JJ00;;;;;;;;
95252;A045364;GM0568;2017JJ00;;;;;;;;
95269;A045364;GM0568;2018JJ00;;;;;;;;
95286;A045364;GM0568;2019JJ00;;;;;;;;
95303;A045364;GM0568;2020JJ00;;;;;;;;
95328;A045364;GM0753;2012JJ00;11703;90;3;18;2;-7;66;11769
95345;A045364;GM0753;2013JJ00;11769;102;102;7;5;4;196;11965
95362;A045364;GM0753;2014JJ00;11965;80;9;1;100;-1;-13;11952
95379;A045364;GM0753;2015JJ00;11952;82;3;2;4;0;79;12031
95396;A045364;GM0753;2016JJ00;12031;189;114;2;6;0;295;12326
95413;A045364;GM0753;2017JJ00;12326;69;16;55;5;2;27;12353
95430;A045364;GM0753;2018JJ00;12353;215;3;7;29;0;182;12535
95447;A045364;GM0753;2019JJ00;12535;151;38;1;23;-2;163;12698
95464;A045364;GM0753;2020JJ00;12698;276;11;2;6;0;279;12977
95489;A045364;GM0209;2012JJ00;10374;29;24;65;6;9;-9;10365
95506;A045364;GM0209;2013JJ00;10365;161;17;4;1;0;173;10538
95523;A045364;GM0209;2014JJ00;10538;45;5;4;3;0;43;10581
